output_file,record_type,analysis_family,model_id,outcome,outcome_unit,formula,term,term_coding,beta,robust_se,ci_lower,ci_upper,test_statistic,test_statistic_type,p_value,transformed_effect,transformed_ci_lower,transformed_ci_upper,transformed_unit,n_observations,n_speakers,family,link,working_correlation,covariance_estimator,cluster,rate_reference,sequence_reference,subset,selection_rule,software_versions,input_files,input_sha256,script_file,script_sha256,status
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c",co_me_mean_mm_10,Per +10 mm bilateral mean Co--Me,-0.066752447970185244,0.027338059590582907,-0.12033406017493756,-0.013170835765432931,-2.4417405247437292,Wald z,0.014616647984645405,-6.4573260535175088,-11.337579859612267,-1.3084479850330011,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c",height_cm_c,"Per +1 cm height, centered as documented for the model input",0.0082154950433582733,0.0048134588850869001,-0.0012187110124763732,0.017649701099192922,1.7067757800552927,Wald z,0.087863735796150172,0.8249334829481425,-0.12179686858015959,1.7806377480071411,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years",Intercept,Intercept at reference categories and centered height = 0,2.1317676061954565,0.39635488068637598,1.3549263149534894,2.9086088974374236,5.3784315775393763,Wald z,7.5137527036333649e-08,742.97541357371006,287.64753078459302,1733.1280130986722,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(rate, Treatment(reference='fast'))[T.normal]",Normal minus maximally fast; fast is the reference,-0.41821430151829564,0.032244481470138073,-0.48141232389993538,-0.3550162791366559,-12.970104726466387,Wald z,1.807831729317525e-38,-34.177884448370364,-38.208991392654866,-29.883797119682054,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.dadada]",dadada minus the model-specific sequence reference,0.032723499466194454,0.025160650077809321,-0.016590468513926725,0.082037467446315626,1.3005824318925392,Wald z,0.19340142366934321,3.326480147063382,-1.6453604615160766,8.549647984872788,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.gugugu]",gugugu minus the model-specific sequence reference,-0.076836774399310526,0.02319457882909064,-0.1222973135409034,-0.031376235257717655,-3.3127040143941673,Wald z,0.0009239870862236604,-7.395900513125131,-11.511475897541789,-3.088910920859278,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.kukuku]",kukuku minus the model-specific sequence reference,0.093432632349015901,0.028311645464941103,0.037942826894664584,0.14892243780336722,3.300148430606602,Wald z,0.00096633704608230014,9.793663543774688,3.867184708595639,16.058296835362285,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.kutapi]",kutapi minus the model-specific sequence reference,0.18694586946488687,0.0284754430113414,0.13113502671883492,0.24275671221093881,6.5651610544014627,Wald z,5.1976653380721268e-11,20.556202556611925,14.012171781361493,27.4758453223922,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.pipipi]",pipipi minus the model-specific sequence reference,-0.00019786815953098811,0.021988288771277762,-0.043294122232901883,0.042898385913839904,-0.0089987975685244647,Wald z,0.99282009525723047,-0.019784858491778134,-4.2370311540554262,4.3831821444786812,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.pitaku]",pitaku minus the model-specific sequence reference,0.1359302703659078,0.033126804233444669,0.071002927145447245,0.20085761358636833,4.1033318338831251,Wald z,4.0724249156957698e-05,14.560200840085047,7.3584368401354183,22.245069905994221,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,sex_age_adjusted_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c + C(sex_norm, Treatment(reference='female')) + age_years","C(sequence, Treatment(reference='bibibi'))[T.takupi]",takupi minus the model-specific sequence reference,0.16052400626814081,0.028193735427627268,0.10526530024034039,0.21578271229594123,5.6936054706267143,Wald z,1.2438431937298633e-08,17.412595918490137,11.100532123928675,24.083273201078548,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all primary speakers with complete demographic covariates,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
